issn	journal_name	pub_name	is_hybrid	category
2214-4048	Journal of High Energy Astrophysics	Elsevier	1	NULL
2214-420X	Journal of Reproductive Health and Medicine	Elsevier	1	NULL
2214-4234	La Revue Gestion et Organisation	Elsevier	0	NULL
2214-4269	Molecular Genetics and Metabolism Reports	Elsevier	0	NULL
2214-4420	Urology Case Reports	Elsevier	0	NULL
2214-4625	Arab Economic and Business Journal	Elsevier	0	NULL
2214-5095	Case Studies in Construction Materials	Elsevier	0	NULL
2214-5141	The Crop Journal	Elsevier	0	NULL
2214-5400	Meta Gene	Elsevier	1	NULL
2214-5419	Oral and Maxillofacial Surgery Cases	Elsevier	0	NULL
2214-5524	Life Sciences in Space Research	Elsevier	1	NULL
2214-5672	Revue v t rinaire Clinique	Elsevier	1	NULL
2214-5745	Current Opinion in Insect Science	Elsevier	1	NULL
2214-5796	Big Data Research	Elsevier	1	NULL
2214-5818	Journal of Hydrology: Regional Studies	Elsevier	0	NULL
2214-594X	Comparative Migration Studies	Springer	0	NULL
2214-6237	Journal of Clinical & Translational Endocrinology	Elsevier	0	NULL
2214-6245	Journal of Clinical and Translational Endocrinology: Case Reports	Elsevier	0	NULL
2214-6296	Energy Research & Social Science	Elsevier	1	NULL
2214-6350	Journal of Behavioral and Experimental Finance	Elsevier	1	NULL
2214-6474	BBA Clinical	Elsevier	0	NULL
2214-6571	Case Studies in Nondestructive Testing and Evaluation	Elsevier	0	NULL
2214-6628	Current Plant Biology	Elsevier	0	NULL
2214-6636	Pathogenesis	Elsevier	0	NULL
2214-6695	Virology Reports	Elsevier	0	NULL
2214-6873	Asia-Pacific Journal of Sports Medicine, Arthroscopy, Rehabilitation and Technology	Elsevier	0	NULL
2214-7144	Journal of Water Process Engineering	Elsevier	1	NULL
2214-7160	Operations Research Perspectives	Elsevier	0	NULL
2214-7500	Toxicology Reports	Elsevier	0	NULL
2214-7519	Interdisciplinary Neurosurgery: Advanced Techniques and Case Management	Elsevier	0	NULL
2214-7535	Biomolecular Detection and Quantification	Elsevier	0	NULL
2214-7624	IJC Metabolic & Endocrine	Elsevier	0	NULL
2214-7829	Internet Interventions	Elsevier	0	NULL
2214-7845	Neuroepigenetics	Elsevier	0	NULL
2214-7853	Materials Today: Proceedings	Elsevier	1	NULL
2214-7861	Journal of Applied Research on Medicinal and Aromatic Plants	Elsevier	1	NULL
2214-790X	The Extractive Industries and Society	Elsevier	1	NULL
2214-7993	Current Opinion in Food Science	Elsevier	1	NULL
2214-8043	Journal of Behavioral and Experimental Economics	Elsevier	1	NULL
2214-8450	Borsa Istanbul Review	Elsevier	0	NULL
2214-8515	Journal of African Trade	Elsevier	1	NULL
2214-854X	Translational Research in Anatomy	Elsevier	0	NULL
2214-8604	Additive Manufacturing	Elsevier	1	NULL
2214-9112	Case Reports in Women's Health	Elsevier	0	NULL
2214-9147	Defence Technology	Elsevier	0	NULL
2214-9635	Journal of Arthroscopy and Joint Surgery	Elsevier	1	NULL
2214-9937	Sustainable Materials and Technologies	Elsevier	1	NULL
2214-9996	Annals of Global Health	Elsevier	0	NULL
2215-0013	Schizophrenia Research: Cognition	Elsevier	0	NULL
2215-0161	MethodsX	Elsevier	0	NULL
2215-017X	Biotechnology Reports	Elsevier	0	NULL
2215-0366	The Lancet Psychiatry	Elsevier	1	NULL
2215-0382	Colloid and Interface Science Communications	Elsevier	1	NULL
2215-0390	Ampersand	Elsevier	0	NULL
2215-0986	Engineering Science and Technology, an International Journal	Elsevier	0	NULL
2215-1532	Environmental Nanotechnology, Monitoring & Management	Elsevier	1	NULL
2215-910X	Suma de Negocios	Elsevier	0	NULL
2217-7175	Journal of Mining and Metallurgy Section B-Metallurgy	Self Owned - Non-Profit Society	0	NULL
2219-0635	Onderstepoort Journal of Veterinary Research	Self Owned - Non-Profit Society	0	NULL
2219-2840	World Journal of Gastroenterology	Self Owned - Non-Profit Society	0	NULL
2220-8879	Network Biology	International Academy of Ecology and Environmental Sciences.	0	NULL
2221-1691	Asian Pacific Journal of Tropical Biomedicine	Elsevier	0	NULL
2221-6189	Journal of Acute Disease	Elsevier	0	NULL
2222-1808	Asian Pacific Journal of Tropical Disease	Elsevier	1	NULL
2223-2559	Journal of Scientific & Industrial Research	Natl Inst Science Communication	0	NULL
2225-4110	Journal of Traditional and Complementary Medicine	Elsevier	0	NULL
2226-5856	Journal of Urban Management	Elsevier	0	NULL
2229-0443	Language Testing in Asia	Springer	0	NULL
2234-1757	Fisheries and Aquatic Sciences	BioMed Central	0	NULL
2234-943X	Frontiers in Oncology	Frontiers	0	NULL
2237-9363	Journal of Coloproctology	Elsevier	0	NULL
2238-7854	Journal of Materials Research and Technology	Elsevier	0	NULL
2240-2993	Acta Neurologica Belgica	Springer	1	NULL
2241-5793	Journal of Biological Research-Thessaloniki	BioMed Central	0	NULL
2243-7908	The Asia-Pacific Education Researcher	Springer	1	NULL
2245-408X	Journal of Organization Design	Springer	0	NULL
2249-7218	Agricultural Research	Springer	1	NULL
2250-0553	Journal of the Institution of Engineers (India): Series C	Springer	1	NULL
2250-1746	Proceedings of the National Academy of Sciences, India Section B: Biological Sciences	Springer	1	NULL
2250-1754	National Academy Science Letters	Springer	1	NULL
2250-2114	Journal of the Institution of Engineers (India): Series B	Springer	1	NULL
2250-2130	Journal of the Institution of Engineers (India): Series D	Springer	1	NULL
2250-2157	Journal of the Institution of Engineers (India): Series A	Springer	1	NULL
2250-2491	Journal of the Institution of Engineers (India): Series E	Springer	1	NULL
2251-6093	Iranian Journal of Public Health	Iranian Public Health Association	0	NULL
2251-7294	Journal of Medical Hypotheses and Ideas	Elsevier	0	NULL
2251-7316	Journal of Global Entrepreneurship Research	Springer	0	NULL
2253-654X	Revista Espa ola de Medicina Nuclear e Imagen Molecular	Elsevier	1	RADIOLOGY
2253-8089	Revista Espa ola de Medicina Nuclear e Imagen Molecular (English Edition)	Elsevier	1	NULL
2254-8874	Revista Cl nica Espa ola (English Edition)	Elsevier	1	NULL
2255-2677	Revista Hispanoamericana de Hernia	Elsevier	0	NULL
2255-4971	Revista Brasileira de Ortopedia (English Edition)	Elsevier	0	NULL
2255-5021	Revista Brasileira de Reumatologia (English Edition)	Elsevier	0	NULL
2255-534X	Revista de Gastroenterolog a de M xico (English Edition)	Elsevier	0	NULL
2255-5536	Jornal de Pediatria (Vers o em Portugu s)	Elsevier	0	NULL
2256-2087	Colombian Journal of Anesthesiology	Elsevier	1	NULL
2263-8733	Journal of Computer Virology and Hacking Techniques	Springer	1	NULL
2277-9086	CSI Transactions on ICT	Springer	1	NULL
2281-5937	Lettera Matematica	Springer	1	NULL
2281-695X	Metron	Springer	1	NULL
2281-7565	Clinical and Translational Imaging	Springer	1	NULL
2281-7875	SeMA Journal	Springer	1	NULL
2287-884X	Journal of Asia-Pacific Biodiversity	Elsevier	0	NULL
2288-4300	Journal of Computational Design and Engineering	Elsevier	0	NULL
2288-6729	International Journal of Child Care and Education Policy	Springer	0	NULL
2288-8586	Maxillofacial Plastic and Reconstructive Surgery	Springer	0	NULL
2291-2797	Canadian Journal of Gastroenterology and Hepatology	Hindawi	0	NULL
2296-4495	Bolet n De La Sociedad Matem tica Mexicana	Springer	1	NULL
2300-3960	Journal of Sustainable Mining	Elsevier	0	NULL
2305-0500	Asian Pacific Journal of Reproduction	Elsevier	0	NULL
2305-2228	Vietnam Journal of Mathematics	Springer	1	NULL
2307-5023	New Horizons in Translational Medicine	Elsevier	1	NULL
2311-3006	Journal of Cancer Research and Practice	Elsevier	0	NULL
2314-4114	Algebra	Hindawi	0	NULL
2314-4130	International Journal of Atmospheric Sciences	Hindawi	0	NULL
2314-4157	International Journal of Biodiversity	Hindawi	0	NULL
2314-4270	Neuroscience Journal	Hindawi	0	NULL
2314-4335	Psychiatry Journal	Hindawi	0	NULL
2314-4378	International Journal of Genomics	Hindawi	0	NULL
2314-4394	Journal of Renewable Energy	Hindawi	0	NULL
2314-4599	International Journal of Veterinary Science and Medicine	Elsevier	0	NULL
2314-4785	Journal of Mathematics	Hindawi	0	NULL
2314-4858	Journal of Nanoparticles	Hindawi	0	NULL
2314-4874	Journal of Materials	Hindawi	0	NULL
2314-4890	Journal of Industrial Engineering	Hindawi	0	NULL
2314-4912	Journal of Engineering	Hindawi	0	NULL
2314-4939	Journal of Spectroscopy	Hindawi	0	NULL
2314-4971	Journal of Complex Analysis	Hindawi	0	NULL
2314-4998	International Journal of Analysis	Hindawi	0	NULL
2314-5013	Journal of Petroleum Engineering	Hindawi	0	NULL
2314-503X	Journal of Biomedical Education	Hindawi	0	NULL
2314-5072	Journal of Operators	Hindawi	0	NULL
2314-5110	Journal of Catalysts	Hindawi	0	NULL
2314-5137	Journal of Medical Engineering	Hindawi	0	NULL
2314-5749	International Journal of Chronic Diseases	Hindawi	0	NULL
2314-5757	International Journal of Reproductive Medicine	Hindawi	0	NULL
2314-5765	International Journal of Food Science	Hindawi	0	NULL
2314-5781	International Journal of Manufacturing Engineering	Hindawi	0	NULL
2314-596X	International Journal of Bacteriology	Hindawi	0	NULL
2314-5978	Journal of Composites	Hindawi	0	NULL
2314-5986	Journal of Construction Engineering	Hindawi	0	NULL
2314-5994	Journal of Crystallography	Hindawi	0	NULL
2314-6109	International Journal of Engineering Mathematics	Hindawi	0	NULL
2314-6141	BioMed Research International	Hindawi	0	NULL
2314-615X	Journal of Energy	Hindawi	0	NULL
2314-6168	Journal of Mycology	Hindawi	0	NULL
2314-6176	Journal of Sports Medicine	Hindawi	0	NULL
2314-6184	Journal of Theoretical Chemistry	Hindawi	0	NULL
2314-6192	Journal of Astrophysics	Hindawi	0	NULL
2314-6230	Journal of Solar Energy	Hindawi	0	NULL
2314-6443	Journal of Computational Engineering	Hindawi	0	NULL
2314-6486	Journal of Optimization	Hindawi	0	NULL
2314-6753	Journal of Diabetes Research	Hindawi	0	NULL
2314-680X	International Journal of Metals	Hindawi	0	NULL
2314-6826	Journal of Fluids	Hindawi	0	NULL
2314-6877	Journal of Polymers	Hindawi	0	NULL
2314-6893	Journal of Nonlinear Dynamics	Hindawi	0	NULL
2314-6907	Journal of Gravity	Hindawi	0	NULL
2314-6915	Journal of Cancer Research	Hindawi	0	NULL
2314-6923	Journal of Applied Chemistry	Hindawi	0	NULL
2314-6931	Journal of Nanoscience	Hindawi	0	NULL
2314-6966	Journal of Veterinary Medicine	Hindawi	0	NULL
2314-7156	Journal of Immunology Research	Hindawi	0	NULL
2314-7172	Journal of Electrical Systems and Information Technology	Elsevier	0	NULL
2314-7180	Future Dental Journal	Elsevier	0	NULL
2314-7210	Future Business Journal	Elsevier	0	NULL
2314-7245	Future Journal of Pharmaceutical sciences	Elsevier	0	NULL
2314-7490	Indian Journal of Materials Science	Hindawi	0	NULL
2314-7539	Advances in Agriculture	Hindawi	0	NULL
2314-7563	Advances in Biology	Hindawi	0	NULL
2314-7571	Advances in Chemistry	Hindawi	0	NULL
2314-758X	Advances in Medicine	Hindawi	0	NULL
2314-7725	Advances in Nursing	Hindawi	0	NULL
2314-7784	Advances in Public Health	Hindawi	0	NULL
2314-8047	Journal of Quality and Reliability Engineering	Hindawi	0	NULL
2314-8063	Chinese Journal of Engineering	Hindawi	0	NULL
2314-8071	Chinese Journal of Mathematics	Hindawi	0	NULL
2314-808X	Egyptian Journal of Basic and Applied Sciences	Elsevier	0	NULL
2314-8233	Advances in Orthopedic Surgery	Hindawi	0	NULL
2314-8497	Dataset Papers in Science	Hindawi	0	NULL
2314-8535	Beni-Suef University Journal of Basic and Applied Sciences	Elsevier	0	NULL
2314-8888	Journal of Function Spaces	Hindawi	0	NULL
2315-4144	Acta Mathematica Vietnamica	Springer	1	NULL
2316-7874	Nutrire	BioMed Central	0	NULL
2316-9028	S o Paulo Journal of Mathematical Sciences	Springer	1	NULL
2321-3876	Burns & Trauma	BioMed Central	0	NULL
2326-0254	Eye and Vision	BioMed Central	0	NULL
2328-4277	Earth's Future	Wiley	0	NULL
2333-5084	Earth and Space Science	Wiley	0	NULL
2340-1540	Global Economics and Management Review	Elsevier	1	NULL
2340-9436	BRQ Business Research Quarterly	Elsevier	0	NULL
2341-4022	Acta Urol gica Portuguesa	Elsevier	0	NULL
2341-4545	GE Portuguese Journal of Gastroenterology	Elsevier	0	NULL
2348-8859	Journal of Fetal Medicine	Springer	1	NULL
2351-6674	International Comparative Jurisprudence	Elsevier	0	NULL
2351-9789	Procedia Manufacturing	Elsevier	0	NULL
2351-9797	Advances in Digestive Medicine	Elsevier	0	NULL
2351-9886	Case Studies in Mechanical Systems and Signal Processing	Elsevier	0	NULL
2351-9894	Global Ecology and Conservation	Elsevier	0	NULL
2352-0035	The Saudi Journal for Dental Research	Elsevier	0	NULL
2352-0094	Geoderma Regional	Elsevier	1	NULL
2352-0124	Structures	Elsevier	1	NULL
2352-0132	International Journal of Nursing Sciences	Elsevier	0	NULL
2352-0264	New Negatives in Plant Science	Elsevier	0	NULL
2352-0477	European Journal of Radiology Open	Elsevier	0	NULL
2352-0779	Urology Practice	Elsevier	1	NULL
2352-0817	Current Medicine Research and Practice	Elsevier	1	NULL
2352-1465	Transportation Research Procedia	Elsevier	0	NULL
2352-152X	Journal of Energy Storage	Elsevier	1	NULL
2352-1546	Current Opinion in Behavioral Sciences	Elsevier	1	NULL
2352-1775	Journal of Cellular Immunotherapy	Elsevier	0	NULL
2352-1791	Nuclear Materials and Energy	Elsevier	0	NULL
2352-1872	Bone Reports	Elsevier	0	NULL
2352-2143	Computational Condensed Matter	Elsevier	0	NULL
2352-2151	Agri Gene	Elsevier	1	NULL
2352-2208	Journal of Logical and Algebraic Methods in Programming	Elsevier	1	NULL
2352-2267	Archaeological Research in Asia	Elsevier	1	NULL
2352-2410	Journal of Dermatology & Dermatologic Surgery	Elsevier	0	NULL
2352-2496	Food Webs	Elsevier	1	NULL
2352-250X	Current Opinion in Psychology	Elsevier	1	NULL
2352-2895	Neurobiology of Stress	Elsevier	0	NULL
2352-3018	The Lancet HIV	Elsevier	1	NULL
2352-3026	The Lancet Haematology	Elsevier	1	NULL
2352-3042	Genes & Diseases	Elsevier	0	NULL
2352-3093	REACH - Reviews in Human Space Exploration	Elsevier	1	NULL
2352-3204	Regenerative Therapy	Elsevier	0	NULL
2352-3409	Data in Brief	Elsevier	0	NULL
2352-3441	Arthroplasty Today	Elsevier	0	NULL
2352-345X	Cellular and Molecular Gastroenterology and Hepatology	Elsevier	0	NULL
2352-3522	Microbial Risk Analysis	Elsevier	1	NULL
2352-3646	NFS Journal	Elsevier	0	NULL
2352-3808	Geomechanics for Energy and the Environment	Elsevier	1	NULL
2352-3859	Journal of Nutrition & Intermediary Metabolism	Elsevier	0	NULL
2352-3964	EBioMedicine	Elsevier	0	NULL
2352-4073	Plant Gene	Elsevier	1	NULL
2352-409X	Journal of Archaeological Science: Reports	Elsevier	1	NULL
2352-4510	Physics in Medicine	Elsevier	0	NULL
2352-4677	Sustainable Energy, Grids and Networks	Elsevier	1	NULL
2352-4847	Energy Reports	Elsevier	0	NULL
2352-4855	Regional Studies in Marine Science	Elsevier	1	NULL
2352-507X	Nano-Structures & Nano-Objects	Elsevier	1	NULL
2352-5126	JAAD Case Reports	Elsevier	0	NULL
2352-5134	Aquaculture Reports	Elsevier	0	NULL
2352-5509	Sustainable Production and Consumption	Elsevier	1	NULL
2352-5517	Practical Laboratory Medicine	Elsevier	0	NULL
2352-5541	Sustainable Chemistry and Pharmacy	Elsevier	1	NULL
2352-5738	Biotribology	Elsevier	1	NULL
2352-5789	Gynecologic Oncology Reports	Elsevier	0	NULL
2352-5878	JPRAS Open	Elsevier	0	NULL
2352-5894	Pediatric Dentistry Case Reports	Elsevier	0	NULL
2352-6181	Journal of Ethnic Foods	Elsevier	0	NULL
2352-6211	Radiology of Infectious Diseases	Elsevier	0	NULL
2352-6440	Trauma Case Reports	Elsevier	0	NULL
2352-6467	International Journal of Pediatrics and Adolescent Medicine	Elsevier	0	NULL
2352-6475	International Journal of Women's Dermatology	Elsevier	0	NULL
2352-6483	Smart Health	Elsevier	1	NULL
2352-6645	Journal of Innovation in Digital Ecosystems	Elsevier	0	NULL
2352-6734	Journal of Business Venturing Insights	Elsevier	1	NULL
2352-7102	Journal of Building Engineering	Elsevier	1	NULL
2352-7110	SoftwareX	Elsevier	0	NULL
2352-7285	Development Engineering	Elsevier	0	NULL
2352-7714	One Health	Elsevier	0	NULL
2352-801X	Groundwater for Sustainable Development	Elsevier	1	NULL
2352-8273	SSM - Population Health	Elsevier	0	NULL
2352-8478	Journal of Materiomics	Elsevier	0	NULL
2352-8532	Addictive Behaviors Reports	Elsevier	0	NULL
2352-8540	Natural Gas Industry B	Elsevier	0	NULL
2352-8729	Alzheimer's & Dementia: Diagnosis, Assessment & Disease Monitoring	Elsevier	0	NULL
2352-8737	Alzheimer's & Dementia: Translational Research & Clinical Interventions	Elsevier	0	NULL
2352-9008	NursingPlus Open	Elsevier	0	NULL
2352-9067	IJC Heart & Vasculature	Elsevier	0	NULL
2352-9148	Informatics in Medicine Unlocked	Elsevier	0	NULL
2352-9245	Materials Discovery	Elsevier	1	NULL
2352-9385	Remote Sensing Applications: Society and Environment	Elsevier	1	NULL
2352-9393	Clinical Nutrition Experimental	Elsevier	0	NULL
2352-9407	Applied Materials Today	Elsevier	1	NULL
2352-9482	New Horizons in Clinical Case Reports	Elsevier	0	NULL
2352-9520	OpenNano	Elsevier	0	NULL
2356-6124	Surgery Research and Practice	Hindawi	0	NULL
2356-7872	International Scholarly Research Notices	Hindawi	0	NULL
2359-3482	Revista Paulista de Pediatria (English Edition)	Elsevier	0	NULL
2363-5045	Sustainable Water Resources Management	Springer	1	NULL
2363-5088	Biomanufacturing Reviews	Springer	1	NULL
2363-5150	Glass Structures & Engineering	Springer	1	NULL
2363-5169	Asian-Pacific Journal of Second and Foreign Language Education	Springer	0	NULL
2363-6211	Modeling Earth Systems and Environment	Springer	1	NULL
2363-7021	International Journal of Quality Innovation	Springer	0	NULL
2363-7501	Open Geospatial Data, Software and Standards	Springer	0	NULL
2363-8338	Energy, Ecology and Environment	Springer	1	NULL
2363-8354	Adolescent Research Review	Springer	1	NULL
2363-8389	3D-Printed Materials and Systems	Springer	0	NULL
2363-8400	Indian Journal of Gynecologic Oncology	Springer	1	NULL
2363-8427	Geomechanics and Geophysics for Geo-Energy and Geo-Resources	Springer	1	NULL
2363-9024	JA Clinical Reports	Springer	0	NULL
2363-9075	Future Cities and Environment	Springer	0	NULL
2363-9520	Progress in Additive Manufacturing	Springer	1	NULL
2363-9555	Research in Number Theory	Springer	0	NULL
2363-9962	Journal of Indian Council of Philosophical Research	Springer	1	NULL
2364-0006	International Journal of Ethics Education	Springer	1	NULL
