Publisher	longname	eISSN	pISSN	AuthorPrice	Website	year_price	free
SciELO	CIENCIA RURAL		0103-8478	565	NULL	2013	0
AMER LIBRARY ASSOC	INFORMATION TECHNOLOGY AND LIBRARIES		0730-9295	0	NULL	2013	1
SciELO	MEDICINA INTENSIVA		0210-5691	0	NULL	2013	1
Self Owned - Non-Profit Society	Bulletin of the Iranian Mathematical Society		1735-8515	0	NULL	2013	1
KoBSON	COMPUTER SCIENCE AND INFORMATION SYSTEMS	1820-0214	1820-0214	0	NULL	2013	1
Self Owned - Non-Profit Society	REVISTA DE BIOLOGIA MARINA Y OCEANOGRAFIA	0718-1957	0717-3326	300	http://www.revbiolmar.cl/	2013	0
J-Stage	JOURNAL OF TOXICOLOGIC PATHOLOGY	1881-915X	0914-9198	1325	http://www.jstage.jst.go.jp/browse/tox	2013	0
INST AGRICULTURAL FOOD INFORMATION	CZECH JOURNAL OF ANIMAL SCIENCE	1212-1819	1212-1819	0	http://journals.uzpi.cz/web/cjas.htm	2013	1
	ENTOMOLOGICA FENNICA		0785-8760	0	NULL	2013	1
Self Owned - Non-Profit Society	JOURNAL OF FOOD AND DRUG ANALYSIS		1021-9498	0	NULL	2013	1
Self Owned - Non-Profit Society	Journal of Biological Research-Thessaloniki	1790-045X	1790-045X	660	http://www.jbr.gr/main/index.htm	2013	0
University published non-profit	LATIN AMERICAN JOURNAL OF AQUATIC RESEARCH		0718-560X	0	NULL	2013	1
SPRINGER	PRAMANA-JOURNAL OF PHYSICS	0973-7111	0304-4289	0	http://www.ias.ac.in/pramana/	2013	1
Self Owned - Non-Profit Society	Journal of Theoretical and Applied Mechanics		1429-2955	0	NULL	2013	1
AMER ASSOC COLL PHARMACY	AMERICAN JOURNAL OF PHARMACEUTICAL EDUCATION		Feb-59	0	NULL	2013	1
SPRINGER	SADHANA-ACADEMY PROCEEDINGS IN ENGINEERING SCIENCES		0256-2499	0	NULL	2013	1
University published non-profit	APPLIED ECOLOGY AND ENVIRONMENTAL RESEARCH	1785-0037	1589-1623	0	http://www.ecology.kee.hu/	2013	1
University published non-profit	ROMANIAN JOURNAL OF MORPHOLOGY AND EMBRYOLOGY	2066-8279	1220-0522	0	http://www.rjme.ro/RJME/jsp/gfa.jsp#	2013	1
Self Owned - Non-Profit Society	Revista de Ciencia Politica	0718-090X	0716-1417	0	http://www.scielo.cl/scielo.php?script=sci_serial&pid=0718-090X&lng=en&nrm=iso	2013	1
Tehran University of Medical Sciences (TUMS) Publications	IRANIAN JOURNAL OF ENVIRONMENTAL HEALTH SCIENCE & ENGINEERING	1735-2746	1735-1979	0	NULL	2013	1
Universidade Federal De Santa Catarina	Texto & contexto enfermagem		0104-0707	0	NULL	2013	1
INST AFRIKA-KUNDE	Afrika Spectrum	1868-6869	0002-0397	0	http://hup.sub.uni-hamburg.de/giga/afsp	2013	1
Self Owned - Non-Profit Society	ONDERSTEPOORT JOURNAL OF VETERINARY RESEARCH	2219-0635	0030-2465	0	http://www.ojvr.org/index.php/ojvr	2013	1
JAPAN PETROLEUM INST	JOURNAL OF THE JAPAN PETROLEUM INSTITUTE	1349-273X	1346-8804	0	http://www.jstage.jst.go.jp/browse/jpi/_vols	2013	1
Self Owned - Non-Profit Society	SOCIOBIOLOGY		0361-6525	0	NULL	2013	1
SOC BRASILEIRA QUIMICA	QUIMICA NOVA		0100-4042	0	NULL	2013	1
SciELO	Mana-Estudos de Antropologia Social	1678-4944	0104-9313	0	http://www.scielo.br/revistas/mana/iaboutj.htm#Basic%20information	2013	1
Self Owned - Non-Profit Society	BRAZILIAN JOURNAL OF OCEANOGRAPHY	1982-436X	1679-8759	0	http://www.scielo.br/revistas/bjoce/iaboutj.htm	2013	1
Self Owned - Non-Profit Society	International Journal of Plant Production		1735-6814	0	NULL	2013	1
National Herbarium of New South Wales	TELOPEA		0312-9764	0	NULL	2013	1
SciELO	REVISTA BRASILEIRA DE CIRURGIA CARDIOVASCULAR	1678-9741	0102-7638	0	NULL	2013	1
Self Owned - Non-Profit Society	North-Western Journal of Zoology	1843-5629	1584-9074	0	http://herp-or.uv.ro/nwjz/	2013	1
SERBIAN CHEMICAL SOC	JOURNAL OF THE SERBIAN CHEMICAL SOCIETY	1820-7421	0352-5139	0	http://www.shd.org.rs/JSCS/	2013	1
EDP Sciences	Knowledge and Management of Aquatic Ecosystems	1961-9502	1961-9502	0	http://www.kmae-journal.org/index.php?option=com_content&view=article&id=98&Itemid=102&lang=en_GB.utf8%2C+en_GB.UT	2013	1
Self Owned - Non-Profit Society	Journal of Laser Micro Nanoengineering	1880-0688	1880-0688	0	http://www.jlps.gr.jp/jlmn/index.php?action=laser_base&content=about	2013	1
Self Owned - Non-Profit Society	Thermal Science	0354-9836	0354-9836	0	http://thermalscience.vinca.rs/About	2013	1
Self Owned - Non-Profit Society	Latin American Journal of Solids and Structures	1679-7825	1679-7817	0	http://www.lajss.org/index.php/LAJSS	2013	1
Self Owned - Non-Profit Society	Plant Omics	1836-3644	1836-0661	450	http://www.pomics.com/about.html	2013	0
Self Owned - Non-Profit Society	Psicologica	1576-8597	0211-2159	0	http://www.uv.es/psicologica/	2013	1
Universidad de los Andes	Revista de Estudios Sociales		0123-885X	0	NULL	2013	1
Self Owned - Non-Profit Society	TURKISH JOURNAL OF FISHERIES AND AQUATIC SCIENCES	1303-2712	1303-2712	0	http://www.trjfas.org/	2013	1
Self Owned - Non-Profit Society	CHINESE JOURNAL OF PHYSICS	1741-3540	0577-9073	0	http://psroc.phys.ntu.edu.tw/cjp/about.php	2013	1
Self Owned - Non-Profit Society	International Journal of Fuzzy Systems		1562-2479	420	NULL	2013	0
KOREAN CHEMICAL SOC	BULLETIN OF THE KOREAN CHEMICAL SOCIETY	1229-5949	0253-2964	0	http://newjournal.kcsnet.or.kr/main/j_bkcs/information.htm?qpage=bkcs&spage=information	2013	1
"Veterinary Solutions, LLC"	International Journal of Applied Research in Veterinary Medicine	1559-470X	1542-2666	6000	NULL	2013	0
Self Owned - Non-Profit Society	Revista Mexicana de Biodiversidad		1870-3453	0	NULL	2013	1
KoBSON	CHEMICAL INDUSTRY & CHEMICAL ENGINEERING QUARTERLY	1451-9372	1451-9372	0	http://www.ache.org.rs/CICEQ/CI&CEQ.html	2013	1
Self Owned - Unknown Profit Status	BANGLADESH JOURNAL OF PHARMACOLOGY	1991-0088	1991-007X	0	http://www.bdjpharmacol.com/index.htm	2013	1
Hindawi	International Journal of Distributed Sensor Networks	1550-1477	1550-1329	1200	http://www.hindawi.com/journals/ijdsn/	2013	0
Self Owned - Non-Profit Society	REVISTA BRASILEIRA DE ENTOMOLOGIA	1806-9665	0085-5626	0	NULL	2013	1
"UNIV PUERTO RICO,"	CARIBBEAN JOURNAL OF SCIENCE		Aug-52	675	NULL	2013	0
NATL INST SCIENCE COMMUNICATION	INDIAN JOURNAL OF CHEMISTRY SECTION A-INORGANIC BIO-INORGANIC PHYSICAL THEORETIC	0376-4710	0376-4710	0	http://www.niscair.res.in/sciencecommunication/researchjournals/rejour/ijca/ijca0.asp	2013	1
Self Owned - Non-Profit Society	EURE-REVISTA LATINOAMERICANA DE ESTUDIOS URBANO REGIONALES		0250-7161	0	NULL	2013	1
Self Owned - Non-Profit Society	HYSTRIX-Italian Journal of Mammalogy	1825-5272	0394-1914	0	http://www.italian-journal-of-mammalogy.it/	2013	1
Polish Academy of Sciences	Dendrobiology	1641-1307	1641-1307	0	http://www.idpan.poznan.pl/index.php/journal-info.html	2013	1
Self Owned - Non-Profit Society	CZECH JOURNAL OF FOOD SCIENCES	1212-1800	1212-1800	0	http://journals.uzpi.cz/web/cjfs.htm	2013	1
Self Owned - Non-Profit Society	CHEMICAL AND BIOCHEMICAL ENGINEERING QUARTERLY	0352-9568	0352-9568	0	http://www.cabeq.pbf.hr/about/index.html	2013	1
Self Owned - Non-Profit Society	Turk Psikiyatri Dergisi	1300-2163	1300-2163	0	http://www.turkpsikiyatri.com/en/default.aspx?modul=home	2013	1
Population Research Laboratory Department of Sociology	Canadian Studies in Population		0380-1489	0	NULL	2013	1
University of Zagreb	Croatian Journal of Forest Engineering		1845-5719	0	NULL	2013	1
SciELO	BRAZILIAN JOURNAL OF PHARMACEUTICAL SCIENCES		1984-8250	0	NULL	2013	1
Self Owned - Non-Profit Society	Revista Chilena de Infectologia		0716-1018	0	NULL	2013	1
SciELO	INVESTIGACION CLINICA		0535-5133	0	NULL	2013	1
Self Owned - Non-Profit Society	Macedonian Journal of Chemistry and Chemical engineering	1857-5625	1857-5552	0	http://www.mjcce.org.mk/	2013	1
Self Owned - For-Profit	E-JOURNAL OF CHEMISTRY		0973-4945	1200	NULL	2013	0
Self Owned - Unknown Profit Status	REVISTA DE PSIQUIATRIA CLINICA		0101-6083	0	NULL	2013	1
Self Owned - Non-Profit Society	Cerne		0104-7760	0	NULL	2013	1
Self Owned - Non-Profit Society	NEUROCIRUGIA		1130-1473	0	NULL	2013	1
SCIENTIFIC TECHNICAL RESEARCH COUNCIL TURKEY-TUBITAK	TURKISH JOURNAL OF ELECTRICAL ENGINEERING AND COMPUTER SCIENCES	1303-6203	1300-0632	0	NULL	2013	1
Self Owned - Mid Sized - Unknown Profit Status	Nutricion Hospitalaria		0212-1611	0	NULL	2013	1
Sociedade Brasileira de CiÂência do Solo	REVISTA BRASILEIRA DE CIENCIA DO SOLO	1806-9657	0100-0683	0	http://www.scielo.br/scielo.php?pid=0100-0683&script=sci_serial	2013	1
EUROPEAN POLYMER FEDERATION	E-POLYMERS	1618-7229	1618-7229	0	http://www.e-polymers.org/index.php?option=com_frontpage&Itemid=1	2013	1
IEICE	IEICE Electronics Express	1349-2543	1349-2543	1080	http://www.elex.ieice.org/index.html	2013	0
Medknow Publications	PHARMACOGNOSY MAGAZINE		0973-1296	0	NULL	2013	1
INT SOC FLUORIDE RESEARCH	FLUORIDE		0015-4725	0	NULL	2013	1
Self Owned - Non-Profit Society	Revista Brasileira de Fisioterapia		1413-3555	0	NULL	2013	1
Self Owned - Non-Profit Society	BRAZILIAN ARCHIVES OF BIOLOGY AND TECHNOLOGY		1516-8913	0	NULL	2013	1
NATL INST SCIENCE COMMUNICATION	JOURNAL OF SCIENTIFIC & INDUSTRIAL RESEARCH	2223-2559	0022-4456	0	http://www.niscair.res.in/sciencecommunication/researchjournals/rejour/jsir/jsir0.asp	2013	1
NATL INST SCIENCE COMMUNICATION	INDIAN JOURNAL OF CHEMISTRY SECTION B-ORGANIC CHEMISTRY INCLUDING MEDICINAL CHEM	0975-0983	0376-4699	0	http://www.niscair.res.in/sciencecommunication/researchjournals/rejour/ijcb/ijcb0.asp	2013	1
Governo Do Estado	Boletim do Instituto de Pesca		0046-9939	0	NULL	2013	1
Self Owned - Non-Profit Society	iForest-Biogeosciences and Forestry		1971-7458	0	NULL	2013	1
Elsevier	CUADERNOS DE ECONOMIA Y DIRECCION DE LA EMPRESA		1138-5758	0	NULL	2013	1
Self Owned - Non-Profit Society	ADANSONIA	1280-8571	1280-8571	0	http://www.mnhn.fr/publication/adanson/aadanson.html	2013	1
Self Owned - Non-Profit Society	Revista da Associacao Medica Brasileira		0104-4230	0	NULL	2013	1
Self Owned - Non-Profit Society	Revista Brasileira de Fruticultura	1806-9967	0100-2945	0	http://www.scielo.br/revistas/rbf/iaboutj.htm	2013	1
"INST CHEMICAL TECHNOLOGY, DEPT GLASS CERAMICS"	CERAMICS-SILIKATY		0862-5468	0	NULL	2013	1
Self Owned - Non-Profit Society	Bangladesh Journal of Plant Taxonomy	1028-2092	1028-2092	0	http://www.banglajol.info/index.php/BJPT/about	2013	1
Self Owned - Non-Profit Society	TURKISH JOURNAL OF PEDIATRICS		0041-4301	0	NULL	2013	1
Self Owned - Non-Profit Society	The international food and agribusiness management review		1559-2448	0	NULL	2013	1
Self Owned - Non-Profit Society	Crop Breeding and Applied Biotechnology	1984-7033	1518-7853	0	http://www.sbmp.org.br/cbab/siscbab/	2013	1
Sociedade Brasileira de CiÂência e Tecnologia	Ciencia e Tecnologia de Alimentos		0101-2061	220	NULL	2013	0
Tehran University of Medical Sciences (TUMS) Publications	IRANIAN JOURNAL OF PARASITOLOGY	2008-238x	1735-7020	0	NULL	2013	1
NATL INST SCIENCE COMMUNICATION	INDIAN JOURNAL OF PURE & APPLIED PHYSICS	0975-1041	0019-5596	0	http://nopr.niscair.res.in/handle/123456789/63	2013	1
Self Owned - Non-Profit Society	European Integration Online Papers-EIOP	1027-5193	1027-5193	0	http://eiop.or.at/eiop/index.php/eiop	2013	1
Self Owned - Non-Profit Society	PACHYDERM	1026-2881	1026-2881	0	http://www.pachydermjournal.org/index.php/pachy/index	2013	1
Sociedade Brasileira de Ortopedia e Traumatologia	Acta OrtopÅ_dica Brasileira		1413-7852	0	NULL	2013	1
Self Owned - Non-Profit Society	Turkish journal of haematology		1300-7777	0	NULL	2013	1
SciELO	GAYANA BOTANICA		0016-5301	0	NULL	2013	1
Hindawi	Journal of Analytical Methods in Chemistry	1464-5068	1463-9246	1200	NULL	2013	0
SOCIEDAD CHILENA DE QUIMICA	JOURNAL OF THE CHILEAN CHEMICAL SOCIETY	0717-9707	0717-9324	0	http://www.scielo.cl/scielo.php?script=sci_serial&pid=0717-9707&lng=en&nrm=iso	2013	1
INST CHEMICAL FIBRES	FIBRES & TEXTILES IN EASTERN EUROPE	1230-3666	1230-3666	1188	http://www.fibtex.lodz.pl/a1about_us.html	2013	0
Consejo Superior de Investigaciones Cientificas	Trabajos de Prehistoria		0082-5638	0	NULL	2013	1
VERSITA	RADIOLOGY AND ONCOLOGY	1581-3207	1318-2099	0	http://versita.metapress.com/content/120729/	2013	1
SAUDI MED J	SAUDI MEDICAL JOURNAL		0379-5284	0	NULL	2013	1
National Center for Scientific Research	JOURNAL OF AGRICULTURAL SCIENCE AND TECHNOLOGY		1680-7073	0	NULL	2013	1
MED ASSOC S AFRICA	SOUTH AFRICAN JOURNAL OF SURGERY	2078-5151	0038-2361	0	http://www.sajs.org.za/index.php/sajs/about	2013	1
Self Owned - Non-Profit Society	CIENCIA E AGROTECNOLOGIA		1413-7054	385	NULL	2013	0
Medknow Publications	INDIAN JOURNAL OF ORTHOPAEDICS	0019-5413	0019-5413	0	http://www.ijoonline.com/	2013	1
UNIV SAO PAOLO	Tempo Social		0103-2070	0	NULL	2013	1
Self Owned - Non-Profit Society	COLLEGIUM ANTROPOLOGICUM		0350-6134	265	NULL	2013	0
Sociedade Brasileira de Fitopatologia	TROPICAL PLANT PATHOLOGY	1983-2052	1982-5676	0	NULL	2013	1
Self Owned - Non-Profit Society	IHERINGIA SERIE ZOOLOGIA	1678-4766	0073-4721	0	http://www.scielo.br/scielo.php?script=sci_serial&pid=0073-4721&lng=en&nrm=iso	2013	1
University published non-profit	ENGINEERING APPLICATIONS OF COMPUTATIONAL FLUID MECHANICS	1997-003X	1994-2060	0	http://jeacfm.cse.polyu.edu.hk/	2013	1
Self Owned - Non-Profit Society	Atlantis		0210-6124	0	NULL	2013	1
Self Owned - Non-Profit Society	Revista Latino-Americana de Enfermagem		0104-1169	0	NULL	2013	1
University published non-profit	Miskolc Mathematical Notes		1787-2405	0	NULL	2013	1
Self Owned - Unknown Profit Status	REVISTA DE CERCETARE SI INTERVENTIE SOCIALA		1583-3410	0	NULL	2013	1
FACULTY SOCIAL SCIENCES CHARLES UNIV	FINANCE A UVER-CZECH JOURNAL OF ECONOMICS AND FINANCE	0015-1920	0015-1920	0	http://journal.fsv.cuni.cz/	2013	1
Tehran University of Medical Sciences (TUMS) Publications	DARU-JOURNAL OF FACULTY OF PHARMACY	2008-2231	1560-8115	0	http://daru.tums.ac.ir/index.php/daru/index	2013	1
Self Owned - Mid Sized - Unknown Profit Status	LATIN AMERICAN APPLIED RESEARCH	1851-8796	0327-0793	0	http://www.laar.uns.edu.ar/default.htm	2013	1
Polish Academy of Sciences	ACTA PHYSICA POLONICA A	1509-5770	0587-4246	0	http://przyrbwn.icm.edu.pl/APP/apphome.html	2013	1
Self Owned - Non-Profit Society	AUSTRALIAN PRESCRIBER		0312-8008	0	NULL	2013	1
Universidad Nacional de Colombia	REVISTA COLOMBIANA DE CIENCIAS PECUARIAS		0120-0690	0	NULL	2013	1
VERSITA	POLISH JOURNAL OF CHEMICAL TECHNOLOGY	1899-4741	1509-8117	0	http://versita.com/pjct/	2013	1
Self Owned - Non-Profit Society	English Teaching-Practice and Critique	1175-8708	1175-8708	0	http://edlinked.soe.waikato.ac.nz/research/journal/view.php?view=true&id=62&p=1	2013	1
Croatian Metallurgical Society	METALURGIJA		0543-5846	0	NULL	2013	1
TECHNICAL UNIV WROCLAW	OPTICA APPLICATA	1899-7015	0078-5466	0	http://www.if.pwr.wroc.pl/~optappl/about.php	2013	1
NATL INST SCIENCE COMMUNICATION	INDIAN JOURNAL OF MARINE SCIENCES	0975-1033	0379-5136	0	http://nopr.niscair.res.in/handle/123456789/3	2013	1
Self Owned - Non-Profit Society	Iranian Journal of Pharmaceutical Research	1735-0328	1735-0328	0	http://ijpr.ir/	2013	1
Self Owned - Non-Profit Society	REVISTA LATINOAMERICANA DE PSICOLOGIA		0120-0534	0	NULL	2013	1
Self Owned - Non-Profit Society	Australian Journal of Crop Science	1835-2707	1835-2693	332	http://www.cropj.com/about.html	2013	0
SOCIEDAD ESPANOLA CERAMICA VIDRIO	BOLETIN DE LA SOCIEDAD ESPANOLA DE CERAMICA Y VIDRIO		0366-3175	0	NULL	2013	1
ARCHIVOS LATINOAMERICANOS NUTRICION	ARCHIVOS LATINOAMERICANOS DE NUTRICION		0004-0622	0	NULL	2013	1
Self Owned - Non-Profit Society	AGROCIENCIA	1405-3195	1405-3195	0	http://www.scielo.org.mx/scielo.php?script=sci_serial&pid=1405-3195&nrm=iso&rep=&lng=en	2013	1
Self Owned - Non-Profit Society	Hidrobiologica		0188-8897	0	NULL	2013	1
Self Owned - Non-Profit Society	Bosnian Journal of Basic Medical Sciences	1840-4812	1512-8601	396	http://www.bjbms.org/	2013	0
University of Zagreb	SLOVENIAN VETERINARY RESEARCH		1580-4003	0	NULL	2013	1
NEPAL MEDICAL ASSOCIATION	JOURNAL OF NEPAL MEDICAL ASSOCIATION		0028-2715	0	NULL	2013	1
GALENOS YAYINCILIK	Anadolu Kardiyoloji Dergisi-The Anatolian Journal of Cardiology		1302-8723	0	NULL	2013	1
SOUTH AFRICAN JOURNAL OF ANIMAL SCIENCES	SOUTH AFRICAN JOURNAL OF ANIMAL SCIENCE	0222-4062	0375-1589	375	http://www.sasas.co.za/node/1458	2013	0
Self Owned - Non-Profit Society	Materials Science-Medziagotyra		1392-1320	0	NULL	2013	1
Self Owned - Non-Profit Society	Horticultura Brasileira	1806-9991	0102-0536	0	http://www.scielo.br/revistas/hb/iinstruc.htm	2013	1
SciELO	Maderas-Ciencia y Tecnologia		0717-3644	0	NULL	2013	1
NATL INST SCIENCE COMMUNICATION	INDIAN JOURNAL OF CHEMICAL TECHNOLOGY	0975-0991	0971-457X	0	http://www.niscair.res.in/sciencecommunication/researchjournals/rejour/ijct/ijct0.asp	2013	1
PAKISTAN BOTANICAL SOC	PAKISTAN JOURNAL OF BOTANY	0556-3321	0556-3321	800	http://www.pakbs.org/pjbot/pjhtmls/PJB.html	2013	0
University published non-profit	ACTA SCIENTIAE VETERINARIAE		1678-0345	0	NULL	2013	1
SciELO	ARCHIVOS ARGENTINOS DE PEDIATRIA		0325-0075	0	NULL	2013	1
SCIENTIFIC TECHNICAL RESEARCH COUNCIL TURKEY-TUBITAK	TURKISH JOURNAL OF VETERINARY & ANIMAL SCIENCES	1303-6181	1300-0128	0	http://journals.tubitak.gov.tr/veterinary/index.php	2013	1
EDITURA ACADEMIEI ROMANE	Romanian Journal of Physics	1221-146X	1221-146X	0	http://www.nipne.ro/rjp/	2013	1
Self Owned - Non-Profit Society	Journal of Hydrology and Hydromechanics	1946-0163	0042-790X	525	http://www.ih.savba.sk/jhh/	2013	0
National Geological Society for Denmark and Greenland	GEOLOGICAL SURVEY OF DENMARK AND GREENLAND BULLETIN		1811-4598	0	NULL	2013	1
Self Owned - Non-Profit Society	Magallania	0718-2244	0718-0209	0	http://www.scielo.cl/revistas/magallania/iinstruc.htm	2013	1
Self Owned - Non-Profit Society	Kardiologia Polska		0022-9032	0	NULL	2013	1
SciELO	Anales del Sistema Sanitario De Navarra		1137-6627	0	NULL	2013	1
INST ELECTRONICS TELECOMMUNICATION ENGINEERS	IETE TECHNICAL REVIEW	0974-5971	0256-4602	0	http://tr.ietejournals.org/	2013	1
Self Owned - Non-Profit Society	Tecnica Pecuaria en Mexico		0040-1889	0	NULL	2013	1
Self Owned - Non-Profit Society	Chilean Journal of Agricultural Research		0718-5820	0	NULL	2013	1
Self Owned - Non-Profit Society	PESQUISA VETERINARIA BRASILEIRA		0100-736X	0	NULL	2013	1
KASSEL UNIV PRESS GMBH	JOURNAL OF AGRICULTURE AND RURAL DEVELOPMENT IN THE TROPICS AND SUBTROPICS	1612-9830	1612-9830	0	http://www.jarts.info/index.php/jarts/index	2013	1
Universidad de Zaragoza	Revista de Economia Aplicada	1133-455X	1133-455X	0	http://www.revecap.com/revista/ingles/default.html	2013	1
UNIV WEST INDIES FACULTY MEDICAL SCIENCES	WEST INDIAN MEDICAL JOURNAL	0368-1238	0043-3144	0	http://caribbean.scielo.org/revistas/wimj/iinstruc.htm	2013	1
Self Owned - Non-Profit Society	International Journal of Computers Communications & Control	1841-9836	1841-9836	0	http://journal.univagora.ro/?page=home	2013	1
Self Owned - Non-Profit Society	FOREST SYSTEMS		2171-5068	0	NULL	2013	1
SciELO	ANAIS BRASILEIROS DE DERMATOLOGIA		0365-0596	0	NULL	2013	1
Self Owned - Non-Profit Society	Archives of Biological Sciences	1821-4339	0354-4664	0	http://archonline.bio.bg.ac.rs/	2013	1
Self Owned - Non-Profit Society	Journal of the South African Institution of Civil Engineering	1021-2019	1021-2019	0	http://www.journals.co.za/ej/ejour_civileng.html	2013	1
Self Owned - Non-Profit Society	Acta Clinica Croatica	1333-9451	0353-9466	0	http://www.acta-clinica.com/	2013	1
Self Owned - Non-Profit Society	Biochemia Medica	1330-0962	1330-0962	0	http://biochemia-medica.com/introduction	2013	1
SOC MEDICA SANTIAGO	REVISTA MEDICA DE CHILE		0034-9887	0	NULL	2013	1
Self Owned - Non-Profit Society	Revista da Escola de Enfermagem da USP		0080-6234	0	NULL	2013	1
University published non-profit	JOURNAL OF RESEARCH IN MEDICAL SCIENCES		1735-1995	0	NULL	2013	1
Self Owned - Non-Profit Society	South African Journal of Education		0256-0100	0	NULL	2013	1
Self Owned - Non-Profit Society	Ulusal Travma ve Acil Cerrahi Dergisi-Turkish Journal of Trauma & Emergency Surg		1306-696X	0	NULL	2013	1
SciELO	REVISTA BRASILEIRA DE MEDICINA DO ESPORTE		1517-8692	0	NULL	2013	1
Mashhad University of Medical Sc	Iranian Journal of Basic Medical Sciences		2008-3866	0	NULL	2013	1
Universidad Nacional de Colombia	Earth Sciences Research Journal	1794-6190	1794-6190	0	http://www.esrj.unal.edu.co/	2013	1
SciELO	ACTA PAULISTA DE ENFERMAGEM		0103-2100	0	NULL	2013	1
Slovene Anthropological Society	Anthropological Notebooks		1408-032X	0	NULL	2013	1
Self Owned - Non-Profit Society	Chungara-Revista de Antropologia Chilena		0716-1182	0	NULL	2013	1
University published non-profit	Revista de Nutricao-Brazilian Journal of Nutrition		1415-5273	0	NULL	2013	1
Sociedad Latinoamericana de Fitoquâ€™mica	BOLETIN LATINOAMERICANO Y DEL CARIBE DE PLANTAS MEDICINALES Y AROMATICAS	0717-7917	0717-7917	0	NULL	2013	1
Self Owned - Non-Profit Society	GINEKOLOGIA POLSKA	0017-0011	0017-0011	0	http://ginekolpol.com/abstracted.php?level=4&id_issue=854108&dz=s6	2013	1
Self Owned - Non-Profit Society	Indian Journal of Traditional Knowledge		0972-5938	0	NULL	2013	1
Ã®buda University	ACTA POLYTECHNICA HUNGARICA		1785-8860	0	NULL	2013	1
Self Owned - Non-Profit Society	Italian Journal of Animal Science	1828-051X	1594-4077	793	NULL	2013	0
Consejo Superior de Investigaciones Cientificas	Revista Internacional de Sociologia		0034-9712	0	NULL	2013	1
Self Owned - Non-Profit Society	Psihologija		0048-5705	0	NULL	2013	1
Ordem dos Medicos	ACTA MEDICA PORTUGUESA		1646-0758	0	NULL	2013	1
Medwell	Journal of Animal and Veterinary Advances	1993-601X	1680-5593	0	NULL	2013	1
Self Owned - Non-Profit Society	Archives of Medical Science	1896-9151	1734-1922	396	http://www.termedia.pl/Journal/-19	2013	0
Self Owned - Non-Profit Society	Anales de Psicologia		0212-9728	0	NULL	2013	1
Self Owned - Non-Profit Society	JOURNAL OF RESEARCH AND PRACTICE IN INFORMATION TECHNOLOGY	1443-458X	1443-458X	0	http://www.acs.org.au/jrpit/JRPITAuthors.html	2013	1
Self Owned - Non-Profit Society	ZEMDIRBYSTE-AGRICULTURE		1392-3196	0	NULL	2013	1
Self Owned - Non-Profit Society	JOURNAL OF VENOMOUS ANIMALS AND TOXINS INCLUDING TROPICAL DISEASES	1678-9199	1678-9199	0	http://www.jvat.org.br/	2013	1
Self Owned - Non-Profit Society	Revista Signos		0035-0451	0	NULL	2013	1
International Institute for the Science of Sintering	SCIENCE OF SINTERING	0350-820X	0350-820X	0	http://www.iiss.sanu.ac.rs/forauthors.htm	2013	1
